Country,Province/State,Study Pop Size (N),Proportion of values entered in row (%),Study Type: Observational or Randomized Clinical Trial (RCT)?,Study length (days),Overall study population or subgroup?,Subgroup,Positive/negative cases,Survivors,Discharged,Contains Any Treatment?,ICU vs. non-ICU,Severity,Ventilation,Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
China,Jiangsu,97,0.5899,Observational,39,Subgroup,Asymptomatic/Mild,Positive only,Both,Both,Yes,Non-ICU only,Mild only,Non-ventilation only,35.96,35.96,19.88,,,,0.454,0,0,1,0,0,0.969,0.247,0.598,4.49,4.49,,,,4.38,,,0.062,0.052,,,,0.113,0.093,0.031,,0,0,,0,0.029,0.237,36.77,,,0.299,0.01,,0.124,,,,0.041,,0.01,,,,,1,0,0,0,0,5.68,3.8,7.56,1.76,1.04,2.48,805.05,656.73,218.88,142.36,295.4,3.38,1.96,4.8,136.26,118.06,154.46,0.41,43.46,26.78,27.31,11.78,3.73,19.83,4.47,64.57,173.73,8.94,,0.39,,0.52,12.29,0.155,0.856,,,,,,,,0.072,0.093,0.165,0,,0,0,0,0,0.907,0.113,,,0,,,,0,,,,,,,,1,0,0.36,,,,0,0
China,Jiangsu,470,0.5899,Observational,39,Subgroup,Moderate,Positive only,Both,Both,Yes,Non-ICU only,Mild only,Both,44.47,44.47,15.62,,,,0.526,0,0,1,0,0,0.889,0.366,0.394,5.1,5.1,,,,4.19,,,0.04,0.041,,,,0.143,0.049,0.013,,0.013,0.004,,0.006,0.057,0.726,37.09,,,0.589,0.027,,0.247,,,,0.092,,0.023,,,,,0,1,0,0,0,5.07,3.35,6.79,1.35,0.78,1.92,594.17,385.96,186.82,129.11,244.53,3.26,1.74,4.78,135.55,115.62,155.48,0.4,41.07,31.19,32.32,10.19,3.98,16.4,4.07,68.03,120.52,20.25,,0.33,,0.46,12.44,0.568,0.936,,,,,,,,0.189,0.23,0.34,0.009,,0.013,0,0,0,0.802,0.213,,,0,,,,0,,,,,,,,1,0.02,0.44,,,,0,0
China,Jiangsu,53,0.5899,Observational,39,Subgroup,Severe/Critical,Positive only,Both,Both,Yes,ICU only,Severe/Critical Only,Both,60.09,60.09,13.86,,,,0.66,0,0,1,0,0,0.849,0.396,0.264,4.44,4.44,,,,4.42,,,0,0.019,,,,0.34,0.151,0.075,,0.019,0.019,,0.019,0.048,0.849,37.2,,,0.698,0.113,,0.415,,,,0.113,,0,,,,,0,0,0.6226,0.3774,0,5.46,1.89,9.03,0.7,0.38,1.02,364.5,231,160.95,104.91,216.99,4.19,0.59,7.79,131.24,113.51,148.97,0.39,38.13,39.32,42.86,11.73,4.68,18.78,4.78,73.71,90.09,58.09,,0.04,,1.09,12.7,0.943,1,,,,,,,,0.868,0.736,0.755,0.264,,0.509,0.094,0,0,0.698,0.604,,,1,,,,0.038,,,,,,,,1,0.19,0.17,,,,0,0
China,tionwide,1099,0.5225,Observational,49,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,47,,,35,58,,0.581,0,0,1,0,0,,0.313,,,4,2,7,,,1,,0.126,,,,,0.15,0.074,0.025,0.011,0.009,,0.014,0.007,,0.887,,38.3,,0.678,0.187,0.136,0.337,0.149,0.381,0.048,0.038,0.05,,0.139,0.115,,,,0.843,0.157,,,4.7,3.5,6,1,0.7,1.3,,,168,132,207,,,,134,119,148,,,,,,,,,,,,,,,,,0.58,0.358,0,0,0.358,,0,0,0,0.186,0.131,,0.413,,0.051,0.023,0.005,0.008,,,,,,0.034,,,0.011,,,,0.005,,,,1,0.05,0.05,,12,,0.01,0.22
China,tionwide,926,0.5056,Observational,49,Subgroup,Non-severe,Positive only,Both,Both,Yes,Both,Mild only,Non-ventilation only,45,,,34,57,,0.582,0,0,1,0,0,,0.316,,,4,2.8,7,,,,,0.118,,,,,0.134,0.057,0.018,0.006,0.008,,0.012,0.005,,0.881,,38.3,,0.673,0.151,0.134,0.334,0.145,0.378,0.051,0.035,0.046,,0.14,0.108,,,,,,,,4.9,3.8,6,1,0.8,1.4,,,172,139,212,,,,135,120,148,,,,,,,,,,,,,,,,,0.538,0.338,0,0,0.338,,0,0,0,0.137,0.093,,0.357,,0,0,0,0,,,,,,0.011,,,0.001,,,,0.001,,,,1,0.02,0.05,,11,,0,0.02
China,tionwide,173,0.5056,Observational,49,Subgroup,Severe,Positive only,Both,Both,Yes,Both,Severe/Critical Only,Both,52,,,40,60,,0.578,0,0,1,0,0,,0.3,,,4,2,7,,,,,0.169,,,,,0.237,0.162,0.058,0.035,0.017,,0.023,0.017,,0.92,,38.5,,0.705,0.376,0.15,0.353,0.173,0.399,0.035,0.058,0.069,,0.133,0.15,,,,,,,,3.7,3,6.2,0.8,0.6,1,,,137.5,99,179.5,,,,128,112,141,,,,,,,,,,,,,,,,,0.803,0.462,0,0,0.462,,0,0,0,0.445,0.335,,0.711,,0.324,0.145,0.029,0.052,,,,,,0.156,,,0.064,,,,0.029,,,,1,0.19,0.03,,13,,0.08,0.74
China,tionwide,67,0.5056,Observational,49,Subgroup,ICU/Venitlation/Death,Positive and Negative/Unconfirmed,Both,Both,Yes,Both,All,Both,63,,,53,71,,0.672,0,0,1,0,0,,0.357,,,4,1,7.5,,,,,0.258,,,,,0.358,0.269,0.09,0.104,0.015,,0.06,0.03,,0.881,,38.5,,0.687,0.537,0.12,0.299,0.09,0.328,0.03,0.06,0.045,,0.09,0.119,,,,,,,,6.1,4.9,11.1,0.7,0.6,0.9,,,156.5,114.2,195,,,,125,105,140,,,,,,,,,,,,,,,,,0.896,0.537,0,0,0.537,,0,0,0,0.522,0.403,,0.881,,0.433,0.373,0.075,0.119,,,,,,0.403,,,0.134,,,,0.403,,,,1,0.82,0.02,,14.5,,0.22,0.94
China,tionwide,1032,0.5056,Observational,49,Subgroup,Not (ICU/Ventilation/Death),Positive and Negative/Unconfirmed,Survivors only,Both,Yes,Non-ICU only,All,Both,46,,,35,57,,0.575,0,0,1,0,0,,0.311,,,4,2,7,,,,,0.118,,,,,0.137,0.061,0.02,0.005,0.009,,0.011,0.006,,0.888,,38.3,,0.677,0.164,0.14,0.339,0.153,0.385,0.049,0.037,0.05,,0.142,0.114,,,,,,,,4.7,3.5,5.9,1,0.7,1.3,,,169,133,207,,,,134,120,148,,,,,,,,,,,,,,,,,0.559,0.346,0,0,0.346,,0,0,0,0.164,0.113,,0.383,,0.026,0,0,0.001,,,,,,0.01,,,0.003,,,,0.01,,,,1,0,0.05,,12,,0,0
China,Wuhan,41,0.5674,Observational,17,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,49,,,41,58,,0.73,0,0,1,0,0,0.66,0.66,,,,,,,7,4,8,0.07,,,,0.32,0.15,0.2,0.15,0.02,0.02,0.02,,,0.02,0.98,,,0.29,0.76,0.55,,0.28,0.44,0.44,,0.03,,,,,,,,,,,1,6.2,4.1,10.5,0.8,0.6,1.1,,,164.5,131.5,263,5,,,126,118,140,,31.4,32,34,11.7,9.5,13.9,,74.2,132.5,,,,0.1,0.5,11.1,1,0.93,0,0,0.93,,0,0,0,0.22,,0.66,0.24,,0.24,0.05,0.05,0.07,,,,0.29,,0.29,,0.12,,,,,0.07,0.1,,,1,0.32,0.68,,,,0.15,0.18
China,Wuhan,13,0.5674,Observational,17,Subgroup,ICU,Positive only,Both,Both,Yes,ICU only,All,Both,49,,,41,61,,0.85,0,0,1,0,0,0.69,0.69,,,,,,,7,4,8,0,,,,0.38,0.15,0.08,0.23,0.08,0,0,,,0,1,,,0.62,0.85,0.92,,0.38,0.54,0.54,,0,,,,,,,,,,,1,11.3,5.8,12.1,0.4,0.2,0.8,,,196,165,263,10.6,,,122,111,128,,27.9,49,44,14,11.9,32.9,,79,132,,,,0.1,2.4,12.2,1,0.92,0,0,0.92,,0,0,0,0.46,,0.08,0.62,,0.62,0.15,0.15,0.23,,,,0.85,,0.85,,0.31,,,,,0.23,0.31,,,1,1,0.54,,,,0.38,0.41
China,Wuhan,28,0.5674,Observational,17,Subgroup,Non-ICU,Positive only,Both,Both,Yes,Non-ICU only,All,Both,49,,,41,57.5,,0.68,0,0,1,0,0,0.64,0.64,,,,,,,7,4,8.5,0.11,,,,0.29,0.14,0.25,0.11,0,0.04,0.04,,,0.04,0.96,,,0.14,0.71,0.37,,0.23,0.39,0.39,,0.04,,,,,,,,,,,1,5.7,3.1,7.6,1,0.7,1.1,,,149,131,263,4.4,,,130.5,120,140,,34.7,27,34,10.8,9.4,12.3,,73.3,133,,,,0.1,0.5,10.7,1,0.93,0,0,0.93,,0,0,0,0.11,,0.93,0.07,,0.07,0,0,0,,,,0.04,,0.04,,0.04,,,,,0,0,,,1,0,0.75,,,,0.04,0.05
China,Wuhan,99,0.5225,Observational,19,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,55.5,55.5,13.1,,,,0.68,0,0,1,0,0,0.49,,,,,,,,,,,,,,,0.33,,0.12,,0.01,0.01,,,,0.17,0.83,,,,0.82,0.31,0.08,,0.11,,,0.02,0.01,,0.05,,,,,,,,1,7.5,3.9,11.1,0.9,0.4,1.4,,,213.5,,,5,,,129.8,111.5,144.6,,31.6,39,34,15.1,7.8,22.4,5.9,75.6,85,51.4,,7.9,0.5,0.9,11.3,0.71,0.76,0.76,0,0.76,,0,0,0,0.19,0.27,0.76,,,0.13,0.04,0.03,0.09,0,0,,,,0.17,,,0.04,,,,0.03,,,,1,0.23,0.31,,,,0.11,0.26
China,Zhejiang,26,0.2528,Observational,8,Subgroup,Severe,Positive only,Both,Non-discharged only,No,ΝΑ,Severe/Critical Only,,63,,,58,69,,0.4615,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,0,1,0,0,5.93,4.77,7.45,,,,,,,,,,,,,,,,,34,32,,,,,64.2,88,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Zhejiang,8,0.2528,Observational,8,Subgroup,Critical,Positive only,Both,Non-discharged only,No,ΝΑ,Severe/Critical Only,,67,,,66,75,,0.625,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,0,0,1,0,9.32,6.37,10.99,,,,,,,,,,,,,,,,,49,44,,,,,82.6,199,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
China,Wuhan,138,0.6292,Observational,33,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,56,56,,42,68,0.29,0.543,0,0,1,0,0,0.087,0.087,,,,,,7,7,4,8,,,,,0.464,0.312,0.101,0.145,0.029,0.072,0.029,0.051,0.029,0.014,0.986,,,,0.594,0.312,0.065,0.268,0.348,0.696,,0.101,0.101,0.399,,,,,0,0.26,0,0.2608,1,4.5,3.3,6.2,0.8,0.6,1.1,,,163,121,191,3,2,4.9,,,,,,24,31,9.8,8.4,14.1,4.4,72,92,,,,49,203,13,0.644,0.899,0,0,0.899,,0,0,0,0.449,0,0.7681,,,0.109,0.1232,0.029,0.0145,,,,0.196,,0.196,,,0.087,,,0.072,0.036,,,,1,0.26,0.34,10,10,,0.04,0.11
China,Wuhan,36,0.618,Observational,33,Subgroup,Non-ICU,Positive only,Survivors only,Both,Yes,ICU only,All,Both,66,66,,57,78,0.028,0.611,0,0,1,0,0,0.139,0.139,,,,,,8,8,4.5,10,,,,,0.722,0.583,0.222,0.25,0.083,0.111,0,0.167,0.056,0,1,,,,0.583,0.639,0.083,0.222,0.333,0.806,,0.167,0.111,0.667,,,,,0,0,0,0,1,6.6,3.6,9.8,0.8,0.5,0.9,,,142,119,202,4.6,2.6,7.9,,,,,,35,52,11.5,9.6,18.6,5.9,80,102,,,,27,414,13.2,,0.944,0,0,0.944,,0,0,0,0.722,0,0.1111,,,0.42,0.47,0.111,0.0556,,,,0.611,,0.611,,,0.306,,,0.222,0.083,,,,1,1,0.25,10,,,0.17,0.4
China,Wuhan,102,0.618,Observational,33,Subgroup,ICU,Positive only,Both,Both,Yes,Non-ICU only,Severe/Critical Only,Non-ventilation only,51,51,,37,62,0.382,0.52,0,0,1,0,0,0.069,0.069,,,,,,6,6,3,7,,,,,0.373,0.216,0.059,0.108,0.01,0.059,0.04,0.01,0.02,0.02,0.98,,,,0.598,0.196,0.059,0.284,0.353,0.657,,0.078,0.098,0.304,,,,,0,1,0,1,1,4.3,3.3,5.4,0.9,0.6,1.2,,,165,125,188,2.7,1.9,3.9,,,,,,23,39,9.3,8.2,12.8,4,71,87,,,,22,166,12.9,,0.882,0,0,0.882,,0,0,0,0.353,0,1,,,0,0,0,0,,,,0.049,,0.049,,,0.01,,,0.02,0.02,,,,1,0,0.37,,10,,0,0
China,Beijing,13,0.3371,Observational,19,Top-level,General,Positive only,Survivors only,Both,No,ΝΑ,Mild only,,34,,,34,48,,0.77,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9231,,38.4,,0.463,,0.231,,0.231,,0.615,0.077,,,,,,,,,0,0,0,5.83,3.51,8.15,1.58,0.93,2.23,,,199,126.5,271.5,3.67,,,147,134.9,159.1,43.2,,,,,,,,,,14.7,,,0.19,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1,,,,,,0,
China,Beijing,51,0.309,Observational,7,Top-level,General,Positive only,Survivors only,Discharged only,No,ΝΑ,Mild only,,49,49,16,,,,0.49,0,0,1,0,0,0.98,,,,,,,,4,,,0.07,,,,0.22,0.1,0.06,0.02,0,0,0.02,,0,0.04,0.96,,,,0.47,0.14,0.16,,0.165,0.165,,0.1,0.06,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,
China,Northeast Chongqing,135,0.5506,Observational,16,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,47,,,36,55,,0.534,0,0,1,0,0,0.889,,0.17,,,,,,,,,0.067,,,,0.319,0.096,0.089,0.052,0,0.03,0.015,,,,0.889,,,,0.765,0.133,0.325,0.088,0.325,0.325,,0.133,0.03,,,,,,,0.7,0.3,,1,5.4,4.1,7.8,1.1,0.7,1.5,,,158,131,230,3.5,,,133,122,147,,40.5,26,33.4,8.6,5.9,13.7,,66,82.2,10.5,,,0.11,0.4,,0.437,1,1,0,0,,0,0,0,0.267,,,,,0.252,0.007,0,0.037,1,,,,,0.156,,,0.007,,,0.074,0.037,0.052,,,0.89,,0.11,,,,0.01,0.06
China,Northeast Chongqing,95,0.5393,Observational,16,Subgroup,Mild,Positive only,Survivors only,Both,Yes,Non-ICU only,Mild only,Both,44,,,33,49,,0.547,0,0,1,0,0,0.905,,0.189,,,,,,,,,0.084,,,,0.163,0.094,0.031,0.01,0,0.01,0.01,,,,0.901,,,,0.705,0.095,0.242,0.053,0.263,0.263,,0.053,0.042,,,,,,,,,,1,5.5,4,8,1.2,0.8,1.6,,,170,136,234,3.6,,,134,124,147,,49.9,21.7,22.4,8.6,5.6,14,,66,57,7.7,,,0.04,0.3,,0.25,1,1,0,0,,0,0,0,0.158,,,,,0.074,0,0,0.01,1,,,,,0.011,,,0,,,0.084,0.04,0,,,0.9,,0.11,,,,0,0
China,Northeast Chongqing,40,0.5393,Observational,16,Subgroup,Severe,Positive only,Both,Both,Yes,ICU only,Severe/Critical Only,Both,56,,,52,73,,0.525,0,0,1,0,0,0.85,,0.125,,,,,,,,,0.025,,,,0.7,0.1,0.225,0.15,0.1,0.075,0.025,,,,0.85,,,,0.875,0.189,0.275,0.175,0.475,0.475,,0.325,0,,,,,,,,,,1,5.2,4.9,6.9,0.8,0.6,1,,,147,118,213,4.1,,,130,130,143,,36,26.6,33.6,9.8,7.8,15.6,,63.5,82,91,,,0.11,0.6,,0.875,1,1,0,0,,0,0,0,0.525,,,,,0.675,0.025,0,0.1,1,,,,,0.5,,,0.025,,,0.05,0.025,0.025,,,0.88,,0.13,,,,0.03,0.17
China,Wuhan,17,0.427,Observational,19,Top-level,General,Positive only,Survivors only,Both,No,ΝΑ,All,,45.1,45.1,12.8,,,,0.53,0,0,1,0,0,0.65,,,,,,,,,,,0.18,0.18,25,,0.18,0.06,0,0,0,0,,,0,0.18,0.71,,,,0.77,,,0.176,0.24,0.47,,0.12,,,,,,,,,,,1,6.2,3.7,8.7,1.1,0.6,1.6,,,227.1,115.5,338.7,4.6,1.8,7.4,140.5,127.4,153.6,,,,,17.7,4.2,31.2,,65.8,114.9,32.1,,,0.06,217.4,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.29,,8.4,,0,0
China,Wuhan,5,0.427,Observational,19,Subgroup,Discharged,Positive only,Survivors only,Discharged only,No,ΝΑ,All,,34.8,34.8,9.2,,,,0.8,0,0,1,0,0,1,,,,,,,,,,,0.4,0.2,24.1,,0.4,0,0,0,0,0,,,0,0.4,0.8,,,,0.6,,,0,0.6,0.6,,0,,,,,,,,,,,1,6.3,4.8,7.8,1.7,1.3,2.1,,,295,149.3,440.7,3.9,2.3,5.5,146.3,139.6,153,,,,,12.2,7.4,17,,70.5,93.3,28.6,,,0.05,105.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,8.6,,0,0
China,Wuhan,12,0.4157,Observational,19,Subgroup,Non-Discharged,Positive only,Survivors only,Non-discharged only,No,ΝΑ,All,,49.4,49.4,11.7,,,,0.417,0,0,1,0,0,0.5,,,,,,,,,,,0.083,0.167,25.3,,0.083,0.083,0,0,0,0,,,0,0.083,0.667,,,,0.833,,,0.25,0.167,0.417,,0.167,,,,,,,,,,,1,6.1,3.2,9,0.9,0.5,1.3,,,202,109.5,294.5,4.9,1.7,8.1,138.5,124.1,152.9,,,,,19.3,4.5,34.1,,64.1,122.7,33.4,,,0.07,250.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,0,
China,Wuhan,48,0.3764,Observational,52,Top-level,General,Positive and Negative/Unconfirmed,Both,Both,Yes,Both,All,,70.58,70.58,13.38,,,,0.687,0,0,1,0,0,,,,,,,,,,,,,,,,,0.667,0.208,0.271,,,,,0.104,0.146,0.708,,,,,,,,,,,,,,,,,,,0.542,0.458,,0,6.49,4.15,8.83,0.99,0.62,1.31,,,167,116,217.5,4.6,,,122.92,101.9,143.94,,,21,32,,,,,80,85,43.2,,,,0.63,,0.958,0.979,,,,,,,,0.458,0.125,0.604,,,0.375,0.021,,,,,,,,,,,,,,,,,,,1,,0.65,,,,0.35,0.35
China,Wuhan,17,0.3764,Observational,52,Subgroup,Non-survivors,Positive only,Non-survivors only,Discharged only,Yes,Both,Severe/Critical Only,,78.61,78.61,8.31,,,,0.706,0,0,1,0,0,,,,,,,,,,,,,,,,,0.706,0.294,0.235,,,,,0.294,0.176,0.706,,,,,,,,,,,,,,,,,,,0.235,0.765,,0,8.84,5.46,9.67,0.92,0.51,1.29,,,119,88.5,212.5,3.9,,,111.35,87.39,135.31,,,19,33,,,,,96,104.5,65.5,,,,2.3,,1,1,,,,,,,,0.471,0.235,0.118,,,0.824,0.059,,,,,,,,,,,,,,,,,,,1,,0,,,,1,1
China,Wuhan,31,0.3708,Observational,52,Subgroup,Survivors,Positive and Negative/Unconfirmed,Survivors only,Both,Yes,Both,All,,66.16,66.16,13.66,,,,0.677,0,0,1,0,0,,,,,,,,,,,,,,,,,0.645,0.161,0.29,,,,,0,0.129,0.71,,,,,,,,,,,,,,,,,,,0.71,0.29,,0,5.74,4.14,7.39,1.08,0.66,1.33,,,181,146,220,4.9,,,29.26,112.86,145.66,,,23,32,,,,,79,83,23.8,,,,0.57,,0.935,0.968,,,,,,,,0.452,0.065,0.871,,,0.129,0,,,,,,,,,,,,,,,,,,,1,,,,,,0,
USA,Washington,21,0.2865,Observational,14,Top-level,General,Positive only,Both,Both,Yes,ICU only,All,,70,70,,,,,0.52,,,,,,,,,,,,,,,,,,,,,0.86,,0.333,,0.333,,,,0.476,0.429,0.52,37.6,39.2,,0.48,0.76,,,,,,,,,,,,,,,,,1,9.37,,,0.89,,,,,215,,,,,,114,,,,,26.5,34,,,,,,95,,,,,,,,,,,,,,,,,,,0.048,,0.19,0.71,,,,,,,,,,,,0.143,,,0.191,0.191,,,1,1,0.1,,,,0.67,0.88
Singapore,Singapore,18,0.4326,Observational,33,Top-level,General,Positive only,Survivors only,Both,Yes,Both,All,Both,47,,,31,73,0,0.5,0,0,1,0,0,1,1,,,,,,,,,,,,,,0.28,0.28,0.11,,,,,,,,0.72,37.7,39.6,,0.83,0.11,,,,,,0.17,0.222,,0.61,,,,,,,,1,4.6,1.7,6.3,1.2,0.8,1.7,,,159,116,217,2.7,,,135,11.7,17.2,,,,,,,,,,,16.3,,,,,,0.2778,0.2778,0.2778,0,0.2778,,0,0,0,0,,,,0.33,0.06,,,,,,,,,,,,,,,,,,,,1,0.11,1,0.67,18,12.5,0,0
Singapore,Singapore,12,0.427,Observational,33,Subgroup,Did not require supplemental oxygen,Positive only,Survivors only,Both,Yes,Both,All,Both,37,,,31,56,0,0.58,0,0,1,0,0,1,1,,,,,,,,,,,,,,0.08,0.08,0.083,,,,,,,,0.58,38.3,39.6,,0.83,0.08,,,,,,0.25,,,0.67,,,,,,,,1,4.6,1.7,6.3,1.2,0.8,1.6,,,159,128,213,2.8,,,139,11.7,17.2,,,,,,,,,,,11.1,,,,,,0,0,0,0,0,,0,0,0,0,,,,0,0.06,,,,,,,,,,,,,,,,,,,,1,0,1,0,19.5,14.5,0,0
Singapore,Singapore,6,0.4326,Observational,33,Subgroup,Required supplemental oxygen,Positive only,Survivors only,Both,Yes,Both,All,Both,56,,,47,73,0,0.33,0,0,1,0,0,1,1,,,,,,,,,,,,,,0.67,0.67,0.167,,,,,,,,1,37.3,38.1,,0.83,0.17,,,,,,0,,,0.5,,,,,,,,1,3.4,2.6,5.8,1.1,0.8,1.7,,,156,116,217,1.8,,,132,11.7,14,,,,,,,,,,,65.6,,,,,,0.8333,0.8333,0.8333,0,0.8333,,0,0,0,0,,,,1,0.06,,,,,,,,0.3333,,,,,,,,,,,,1,0.33,1,2,14.5,10.5,0,0
Italy,tionwide,355,0.236,Observational,31,Top-level,Non-survivors,Positive only,Non-survivors only,Discharged only,No,ΝΑ,Severe/Critical Only,Both,80,79.5,,,,,0.7,1,0,0,0,0,,,,,,,,,,,,,,,,0.982,,0.355,0.3,0.245,0.203,,,,0.1,,,,,,,,,,,,,,,,,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,0,,,,1,1
China,Wuhan,201,0.5169,Observational,32,Top-level,General,Positive only,Both,Both,Yes,Both,All,Both,51,,,43,60,,0.637,0,0,1,0,0,0.493,0.493,,,,,,,,,,,,,,,0.194,0.109,0.04,0.025,0.005,0.04,,0.01,0.07,0.935,38.8,,,0.811,,,,0.323,0.323,,,,,,,,,,,,,0,5.94,3.37,7.18,0.91,0.6,1.29,353,236,180,137,241.5,4.47,,,,,,,32.75,31,33,11.45,9,14.75,4.8,72.2,,42.4,,6.98,,0.61,11.1,0.975,0.846,0.149,0,0.667,,0,0,0,0,0.348,0.4872,,,0.3034,0.0251,0.005,0,0.109,,,,,0.418,,,,,,,,,,,1,0.26,0.72,,13,,0.22,0.23
China,Wuhan,84,0.4494,Observational,32,Subgroup,ARDS,Positive only,Both,Both,Yes,Both,Severe/Critical Only,Ventilation only,58.5,,,50,69,,0.714,0,0,1,0,0,,,,,,,,,,,,,,,,,0.274,0.19,0.06,,,,,,,0.929,39,,,0.81,,,,0.321,0.321,,,,,,,,,,,,,0,5.02,3.37,7.18,1.08,0.72,1.45,371,234,178,140,239.5,3.06,,,,,,,33.7,27,30,10.5,8.6,13.65,4.3,68.7,,23.4,,6.29,,0.52,10.6,0.988,0.762,,0,,,0,0,0,0,,0.202,,,0.726,0.06,0.012,0,,,,,,1,,,,,,,,,,,1,0.63,0.17,,,,0.52,0.76
