Subgroup,Study Pop Size (N),Proportion of values entered in row (%),Study length (days),Median Age,Mean Age,Age SD,Age LQ,Age UQ,% Healthcare Worker,% Male,% White or European,% African American,% Asian,% Hispanic or Latino,% Multiple ethnicities or other,Exposure history (%),Exposure - Wuhan Travel (%),Exposure - Personal Contact (%),Incubation period (days) - Mean,Incubation period (days) - Median,Incubation period (days) - LQ,Incubation period (days) -  Higher Quartile,Time From Symptoms Appearance to Hospitalization (days) - Mean,Time From Symptoms Appearance to Hospitalization (days) - Median,Time From Symptoms Appearance to Hospitalization (days) - LQ,Time From Symptoms Appearance to Hospitalization (days) - UQ,Smoking history,Current drinker,BMI,Obesity,Any Comorbidity,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever,Average temperature (celsius),Max temperature (celsius),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Disease Severity General,Disease Severity Severe,Disease Severity Critical,"Imaging Findings Available? (yes=1, no=0)",White Blood Cell Count (10^9/L) - Median,White Blood Cell Count (10^9/L) - LQ,White Blood Cell Count (10^9/L) - UQ,Lymphocyte Count (10^9/L) - Median,Lymphocyte Count (10^9/L) - LQ,Lymphocyte Count (10^9/L) - UQ,CD4+ T Lymphocyte (Count),CD8+ T Lymphocyte (Count),Platelet Count (10^9/L) - Median,Platelet Count (10^9/L) - LQ,Platelet Count (10^9/L) - UQ,Neutrophil Count (10^9/L) - Median,Neutrophil Count (10^9/L) - LQ,Neutrophil Count (10^9/L) - UQ,Hemoglobin (g/L) - Median,Hemoglobin (g/L) - LQ,Hemoglobin (g/L) - UQ,Hematocrit (%),Albumin (g/L),Alanine Aminotransferase (U/L),Aspartate Aminotransferase (U/L),Total Bilirubin (umol/L) - Median,Total Bilirubin (umol/L) - LQ,Total Bilirubin (umol/L) - UQ,Blood Urea Nitrogen (mmol/L),Creatinine,Creatine Kinase (U/L),C-Reactive Protein (mg/L),Gamma-Glutamyl Transferase (U/L),Interleukin-6 (pg/mL),Procalcitonin (ng/mL),D-Dimer (mg/L),Prothrombin Time (s),Antibiotic,Antiviral (Any),Uses Kaletra,Uses Favipiravir,Uses Tamiflu (oseltamivir),Uses Remdesivir,Uses umif+lop-rit,Uses Arbidol (umifenovir),Uses hydroxychloroquine and/or chloroquine,"Corticosteroid (including Glucocorticoid, Methylprednisolone)",Intravenous immunoglobin,Nasal cannula,High-flow nasal cannula oxygen therapy,Oxygen therapy,Noninvasive mechanical ventilation,Invasive mechanical ventilation,ECMO,Renal replacement therapy,Interferon Alpha-1b,Thymalfasin and/or Thymosin,Sepsis,Respiratory failure or ARDS,Respiratory failure,ARDS,Hypoxemia,Heart failure,Septic shock / shock,Liver dysfunction,Coagulopathy,Acute cardiac injury,Acute kidney injury (AKI),Secondary infection/ Bacterial infection,Hypoproteinaemia,Acidosis,Hospital admission (%),ICU admission,Discharged (%),"ICU length of stay, days","Hospital length of stay, days",Days to Viral Clearance (Median),Mortality,Projected Mortality (accounting for patients not currently discharged)
<=10 days after onset,29,0.5449,16,39,39,12.5051,31,50,0.1951,0.552,0,0,1,0,0,0.48,0.48,0.414,5,5,4,7,2,2,1,2,0.1019,0.0905,25.4143,0.224,0.241,0.034,0,0.1464,0,0.0731,0.103,0,0.034,0.159,0.83,37.9757,38.468,0.03,0.79,0,0.21,0.552,0.45,0.45,0.1423,0,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,1,4.9,3.9,5.7,1,0.9,1.5,311.5119,210.0112,186,149,228,2.9,6.771,9.8298,136.5,127.3,153.8,23.0078,37.4577,22,25,11.2484,7.2282,16.2174,6.3544,71.4,71.4,39.318,24.443,35.3991,0.04,0.2,12.7423,0.414,0.828,0.65,0,0,0.1982,0.138,0.172,0,0.17,0,0.4612,0.414,0.6681,0,0,0.0379,0,0.51,0,0.1073,0.3691,0.2604,0,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0,0,6.9554,15.3569,14.9137,0,0.2327
> 10 days after onset,33,0.5449,16,45,45,12.5051,37,54,0.1951,0.576,0,0,1,0,0,0.27,0.27,0.273,3,3,3,4,6.5,6.5,5,9,0.1019,0.0905,25.4143,0.224,0.394,0.121,0.03,0.1464,0.03,0.0731,0.121,0.03,0,0.159,0.73,37.9757,38.468,0.03,0.82,0.06,0.45,0.576,0.58,0.58,0.1423,0.09,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,1,4.5,3.1,6.1,1,0.7,1.4,311.5119,210.0112,172.5,128.8,202.8,2.8,6.771,9.8298,137.5,129,149.5,23.0078,37.4577,22.5,27.5,11.2484,7.2282,16.2174,6.3544,71.5,60,39.318,24.443,35.3991,0.04,0.2,12.7423,0.485,0.939,0.81,0,0,0.1982,0.515,0.515,0,0.33,0,0.4612,0.414,0.6681,0,0.03,0.0379,0,0.33,0,0.1073,0.3691,0.2604,0.03,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0.97,0.03,0.03,6.9554,15.3569,14.9137,0,0.2327
> 3 day course of disease group,53,0.5955,45,71,50.7516,12.5051,59,81,0.1951,0.6,0,0,1,0,0,1,1,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.85,0.62,0.25,0.283,0.19,0.08,0.17,0.17,0.17,0,0.83,37.9757,38.468,0.2547,0.62,0.58,0.09,0.2766,0.09,0.32,0.1423,0.11,0.08,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,0,1,1,7.72,7.21,8.23,0.69,0.64,0.74,195.6,151,173,162.5,183.5,6.48,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,33.75,34.15,46.15,22.38,14.61,30.15,10.08,116.5,96.7435,94.1,24.443,35.3991,0.58,11.47,13.22,0.98,0.9434,0,0,0,0.1982,0,0.9434,0,0.5094,0,0,0.8113,0.8113,0.566,0.1132,0,0.0566,0,0,0.1073,0.3691,1,0.261,0.1082,0.4717,0.0982,0.1698,0.1887,0.1364,0.2075,0.1314,0.0498,0.0495,1,0.3354,0,6.9554,7,14.9137,1,1
AGI I,30,0.2079,35,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,10,6,14.3,0.1019,0.0905,23.8,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,8.7,7.2,11.8,0.66,0.43,0.82,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,72.3,24.443,35.3991,0.19,4.6,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.067,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,13.5,14.9137,0.47,0.2327
AGI II,35,0.2079,35,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,10,7,15,0.1019,0.0905,23.8,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,11.9,8.1,15.1,0.51,0.38,0.76,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,99.8,24.443,35.3991,0.29,11.9,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.257,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,18,14.9137,0.54,0.2327
AGI III-IV,7,0.2079,35,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,15,10,21,0.1019,0.0905,22.4,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,16.6,12.9,25.5,0.59,0.37,0.85,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,120.4,24.443,35.3991,0.41,15.51,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.714,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.5124,6.9554,19,14.9137,1,0.2327
AKI,55,0.3596,63,66,50.7516,12.5051,43.5597,60.5411,0.1951,0.69,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,10,5.1176,10.8354,0.1019,0.0905,24.2,0,0.4903,0.42,0.22,0.18,0.11,0.05,0.02,0.16,0.05,0.159,0.73,37.9757,38.468,0.18,0.75,0.53,0.1224,0.2766,0.45,0.45,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.44,0.0429,0,0.38,0.62,0,0,5.8,4.7284,7.7219,0.7,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,125,109.3857,130.8263,23.0078,31.6,27,35,11,7.2282,16.2174,6.3544,65.2408,118,34.6,24.443,35.3991,0.15,0.9,17.1,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,0.44,0.3354,0.35,6.9554,22.5,14.9137,0.03,0.03
ARDS,68.5,0.45225,36.5,59.75,50.7516,12.5051,51,69.5,0.1951,0.621,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.8016,6.99985,5.0588,9.9177,0.1019,0.0905,25.4143,0.224,0.4903,0.335,0.199,0.1032,0.0539,0.0731,0.037,0.10785,0.0986,0.159,0.8605,38.48785,38.468,0.2547,0.6975,0.2963,0.1224,0.2766,0.27285,0.5,0.1423,0.1312,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0383,0.5191,0.2956,0.3012,2.75545,5.21,3.935,7.59,0.89,0.56,1.275,341.25595,222.0056,181.4953,141.75635,235.9154,3.58,4.9355,8.4649,119.1249,109.3857,130.8263,23.0078,35.57885,25.5,30.5,10.5,7.4,14.225,4.9,67.85,89.87175,36.2,24.443,20.84455,1.0697,470.26,11.67115,0.994,0.8715,0.66325,0,0.2123,0.1982,0.0565,0.0565,0,0.349,0.3966,0.3316,0.4525,0.6681,0.45915,0.03,0.02495,0.04415,0.6237,0.1518,0.1073,0.3691,0.2604,1,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.4827,0.34,6.9554,15.67845,14.9137,0.505,0.625
Abnormal Imaging Findings,573,0.5056,22,46.65,46.65,13.82,43.5597,60.5411,0.1951,0.515,0,0,1,0,0,0.8036,0.81,0.19,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.288,0.168,0.077,0.01,0,0.01,0.037,0.1027,0.01,0.065,0.859,37.9757,38.468,0.2547,0.684,0.045,0.113,0.36,0.115,0.19,0.1423,0.079,0.1048,0.1281,0.14,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,1,5.01,3.14,6.88,1.23,0.71,1.75,311.5119,210.0112,185.22,122.8,247.64,3.29,6.771,9.8298,138.09,121.62,154.56,23.0078,41.02,29.37,30.08,11.26,3.22,19.3,4.04,69.17,73,8.8,6.62,35.3991,0.05,82.3308,12.7423,0.7431,0.852,0.4585,0,0,0.1982,0.0966,0.294,0,0.134,0.2462,0.436,0.414,0.6681,0.016,0.016,0,0,0.6237,0,0.1073,0.3691,0.2604,0.024,0.1082,0.0956,0.0982,0.131,0.0798,0.1364,0.003,0.1314,0.0498,0.0495,1,0.01,0.5124,6.9554,15.3569,14.9137,0.17,0.2327
Abnormal liver,75,0.2865,11,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.6267,0,0,1,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.4903,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.76,37.9757,38.468,0.2547,0.4667,0.2963,0.1224,0.2267,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,4.99,3.74,5.72,0.93,0.64,1.73,336,201,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,24.7,24.443,35.3991,0.06,82.3308,12.7423,0.2267,0.4533,0.31,0,0.227,0.1982,0.0966,0.08,0,0,0,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.3354,0.59,6.9554,15.14,14.9137,0.17,0.2327
Across hospitals,3055,0.2753,33,65.7,64.5,16.5,54.4,76.5,0.1951,0.581,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.436,0.0905,25.4143,0.224,0.4903,0.38,0.25,0.16,0.0698,0.07,0.037,0.1027,0.1,0.159,0.7001,37.1,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,5.5109,8.39,5.4,10.3,1.5565,1.3256,2.0002,311.5119,210.0112,221,155,268,6.8055,6.771,9.8298,12.7,11.3,13.9,23.0078,2.97,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,1.73,94.8,24.443,35.3991,1.71,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.6681,0.1923,0.2738,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.17,0.5124,6.9554,15.3569,14.9137,0.06,0.2327
Adolescents (10-24 yrs),14,0.5618,29,17.5,50.7516,12.5051,43.5597,60.5411,0.1951,0.5,0,0,1,0,0,1,0.643,0.357,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.071,0.214,25.4143,0.286,0.071,0.2976,0.161,0.1464,0.0698,0.0731,0.037,0.1027,0.0462,0.159,0.583,37.9757,38.468,0.2547,0.917,0,0.167,0.5,0.083,0.167,0.167,0.167,0,0,0.2127,0.1659,0.083,0.0429,0.143,0.5191,0.857,0,1,5.4,4.5,6.7,1.4,1.1,2.3,311.5119,210.0112,183,156,227,3.8,3.1,5.6,147,133,151,23.0078,37.4577,16.3,16.6,9,5.9,24.8,3.9,62.5,53,32,24.443,35.3991,0.04,0.2,11.25,0.7431,1,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.643,0.643,0.1923,0.2738,0.0379,0.0883,0.929,0.1518,0,0,0,0,0.1082,0,0,0,0,0,0.071,0,0,0,1,0,0.86,6.9554,15.3569,12.6,0,0
Age 0-20,4,0.2809,36,16,50.7516,12.5051,14,19,0.1951,0.75,1,0,0,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,1,0,0,0,0,0,0,0.1027,0,1,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,0,1,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0,0,1,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,1,0,6.9554,15.3569,14.9137,0,0.2327
Age 18-49,89,0.236,19,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.218,0.472,0.337,0.236,0.112,0.157,0.034,0,0.1027,0.022,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.64,0.146,0.652,0.022,0.191,0.0379,0.022,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.27,0.96,7,7,14.9137,0.03,0.03
Age 21-40,56,0.2865,36,34,50.7516,12.5051,31,38,0.1951,0.79,1,0,0,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.34,0.11,0.03,0.03,0.03,0,0,0.1027,0,0.17,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,0,1,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.02,0.17,0.8,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,1,0.36,6.9554,15.3569,14.9137,0.07,0.16
Age 41-50,143,0.2865,36,47,50.7516,12.5051,44,49,0.1951,0.83,1,0,0,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.39,0.26,0.05,0.05,0,0.02,0.02,0.1027,0.02,0.12,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,0,1,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.05,0.15,0.81,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,1,0.25,6.9554,15.3569,14.9137,0.11,0.31
Age 50-64,99,0.236,19,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.146,0.667,0.758,0.465,0.131,0.263,0.03,0.04,0.1027,0.121,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.677,0.172,0.707,0.04,0.273,0.0379,0.081,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.32,0.84,8,8,14.9137,0.1,0.1
Age 51-60,427,0.2865,36,56,50.7516,12.5051,54,59,0.1951,0.83,1,0,0,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.61,0.44,0.15,0.16,0.03,0.04,0.03,0.1027,0.04,0.18,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,0,1,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.01,0.09,0.9,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,1,0.21,6.9554,15.3569,14.9137,0.15,0.42
Age 61-70,598,0.2865,36,65,50.7516,12.5051,63,68,0.1951,0.81,1,0,0,0,0,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.224,0.72,0.51,0.23,0.23,0.03,0.09,0.03,0.1027,0.04,0.2,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0,0,0,1,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.4612,0.414,0.005,0.07,0.92,0.0379,0.0883,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,1,0.12,6.9554,15.3569,14.9137,0.29,0.71
Age 65+,117,0.2303,19,52.2121,50.7516,12.5051,43.5597,60.5411,0.1951,0.5503,0.0976,0.0198,0.877,0.008,0.0077,0.8036,0.5075,0.3689,6.6372,5.9596,4.2384,8.2039,6.6032,6.9997,5.1176,10.8354,0.1019,0.0905,25.4143,0.037,0.4903,0.863,0.462,0.47,0.188,0.051,0.026,0.1027,0.154,0.159,0.7001,37.9757,38.468,0.2547,0.6014,0.2963,0.1224,0.2766,0.2247,0.34,0.1423,0.1494,0.1048,0.1281,0.2127,0.1659,0.1242,0.0429,0.0766,0.5191,0.2956,0.3012,0,6.028,4.7284,7.7219,1.5565,1.3256,2.0002,311.5119,210.0112,184.9906,143.5127,232.3308,6.8055,6.771,9.8298,119.1249,109.3857,130.8263,23.0078,37.4577,29.0444,34.4498,11.2484,7.2282,16.2174,6.3544,65.2408,96.7435,39.318,24.443,35.3991,2.0394,82.3308,12.7423,0.7431,0.8458,0.4585,0.0294,0.1606,0.1982,0.0966,0.294,0.1077,0.3387,0.2462,0.821,0.333,0.889,0.043,0.41,0.0379,0.111,0.6237,0.1518,0.1073,0.3691,0.2604,0.261,0.1082,0.0956,0.0982,0.1817,0.0798,0.1364,0.1116,0.1314,0.0498,0.0495,1,0.54,0.56,9,10,14.9137,0.36,0.39
